borrower_id,sector,lender_type,age,monthly_income_kes,employment_tenure_months,digital_loans_last_90d,utility_payment_score,mobile_money_consistency,existing_loans,loan_amount_kes,dti_ratio,effective_apr,prior_default,default
B100264,Services,SACCO,58,37239.0,40,0,0.733,0.855,1,238827.0,0.321,14.8,0,0
B100265,Trade,Bank,39,11799.0,36,1,0.798,0.58,2,57568.0,0.244,17.9,0,0
B100266,Agriculture,MFI,44,19272.0,35,3,0.881,0.85,1,74646.0,0.194,19.6,0,0
B100267,Trade,Bank,44,35164.0,15,2,0.828,0.44,4,218107.0,0.31,14.1,0,1
B100268,Trade,Bank,22,21500.0,12,0,0.632,0.467,3,79443.0,0.185,11.8,1,1
B100269,Trade,Bank,42,24385.0,22,2,0.792,0.874,1,38673.0,0.079,14.8,0,0
B100270,Trade,Digital Lender,25,12919.0,20,3,0.803,0.353,1,80948.0,0.313,115.0,0,0
B100271,Trade,Bank,33,42605.0,0,1,0.573,0.834,0,353719.0,0.415,13.8,0,0
B100272,Trade,Bank,46,14232.0,25,2,0.685,0.738,1,100585.0,0.353,15.0,0,0
B100273,Transport,Bank,36,69382.0,41,0,0.463,0.723,0,250608.0,0.181,12.0,0,0
B100274,Personal/Household,SACCO,46,20425.0,49,2,0.834,0.739,0,108295.0,0.265,14.9,0,0
B100275,Real Estate,MFI,48,46184.0,166,1,0.602,0.942,3,191328.0,0.207,17.8,0,0
B100276,Agriculture,Digital Lender,18,43748.0,51,5,0.713,0.532,2,357839.0,0.409,112.7,0,1
B100277,Manufacturing,SACCO,18,17296.0,27,1,0.969,0.747,2,117552.0,0.34,9.9,0,0
B100278,Personal/Household,MFI,47,21662.0,55,3,0.734,0.819,4,173691.0,0.401,20.4,0,0
B100279,Personal/Household,SACCO,47,23119.0,63,2,0.807,0.916,0,145916.0,0.316,10.2,0,0
B100280,Trade,Bank,38,23997.0,55,1,0.952,0.609,1,114505.0,0.239,16.6,0,0
B100281,Trade,Digital Lender,39,14564.0,29,1,0.582,0.742,1,105925.0,0.364,263.5,0,0
B100282,Agriculture,Digital Lender,44,39880.0,0,3,0.559,0.719,2,236529.0,0.297,224.1,0,0
B100283,Agriculture,Bank,44,20357.0,24,2,0.955,0.673,2,154626.0,0.38,13.6,0,0
B100284,Manufacturing,SACCO,32,27923.0,5,5,0.882,0.751,1,92657.0,0.166,13.9,0,1
B100285,Real Estate,Bank,45,51715.0,6,1,0.523,0.72,1,408052.0,0.395,13.2,0,0
B100286,Trade,MFI,32,40721.0,37,0,0.628,0.85,2,127023.0,0.156,16.3,0,0
B100287,Agriculture,Digital Lender,37,21126.0,112,0,0.877,0.259,2,93034.0,0.22,49.4,0,0
B100288,Manufacturing,Digital Lender,37,52707.0,33,2,0.744,0.724,0,160202.0,0.152,197.4,0,0
B100289,Trade,Bank,26,42875.0,36,2,0.899,0.756,0,192408.0,0.224,16.5,0,0
B100290,Personal/Household,SACCO,28,20167.0,10,0,0.738,0.516,0,71361.0,0.177,16.6,0,0
B100291,Trade,SACCO,57,22410.0,58,3,0.839,0.686,2,147649.0,0.329,9.3,1,0
B100292,Services,Bank,26,51548.0,1,1,0.633,0.762,2,232579.0,0.226,16.2,0,1
B100293,Trade,SACCO,39,45628.0,3,3,0.664,0.52,1,108247.0,0.119,12.4,0,0
B100294,Personal/Household,SACCO,41,13012.0,22,0,0.534,0.741,1,64303.0,0.247,10.4,0,0
B100295,Services,Digital Lender,34,17102.0,41,1,0.729,0.642,0,141454.0,0.414,28.6,0,0
B100296,Services,Digital Lender,42,43585.0,44,2,0.667,0.818,5,175964.0,0.202,283.3,0,0
B100297,Personal/Household,Bank,38,15585.0,37,0,0.857,0.525,3,33088.0,0.106,14.5,0,0
B100298,Personal/Household,Bank,26,46292.0,83,2,0.764,0.64,1,148808.0,0.161,8.5,0,0
B100299,Transport,Bank,40,86222.0,23,0,0.947,0.681,2,271042.0,0.157,15.6,0,0
B100300,Personal/Household,Bank,30,36509.0,111,0,0.554,0.472,0,60682.0,0.083,16.0,0,0
B100301,Trade,MFI,52,17896.0,10,0,0.724,0.669,2,135846.0,0.38,18.9,0,0
B100302,Manufacturing,Digital Lender,39,32764.0,25,0,0.791,0.761,4,225244.0,0.344,8.0,0,0
B100303,Manufacturing,MFI,28,52525.0,26,2,0.845,0.543,1,216138.0,0.206,12.2,1,0
B100304,Personal/Household,SACCO,38,31395.0,36,0,0.831,0.65,1,51633.0,0.082,13.4,0,0
B100305,Real Estate,Bank,26,38797.0,17,0,0.794,0.614,1,78778.0,0.102,12.4,0,0
B100306,Real Estate,Bank,38,19155.0,92,0,0.879,0.495,2,162828.0,0.425,12.7,0,1
B100307,Transport,Digital Lender,33,19970.0,12,3,0.794,0.424,1,167457.0,0.419,144.2,0,0
B100308,Agriculture,SACCO,27,48939.0,3,1,0.768,0.825,0,370092.0,0.378,16.0,0,0
B100309,Trade,Bank,27,20098.0,14,0,0.923,0.809,1,40926.0,0.102,14.5,1,0
B100310,Real Estate,Digital Lender,59,8000.0,91,2,0.617,0.665,1,52692.0,0.329,243.6,0,1
B100311,Real Estate,MFI,36,25122.0,171,1,0.801,0.85,5,91158.0,0.181,11.9,0,0
B100312,Agriculture,Bank,31,35341.0,157,1,0.956,0.528,2,291717.0,0.413,13.8,0,0
B100313,Agriculture,MFI,29,53220.0,99,2,0.483,0.401,0,275758.0,0.259,18.0,0,0
B100314,Agriculture,SACCO,40,73510.0,10,4,0.756,0.553,1,262763.0,0.179,8.0,0,1
B100315,Agriculture,Bank,29,31150.0,91,0,0.669,0.379,1,232988.0,0.374,12.1,0,0
B100316,Agriculture,Digital Lender,24,42712.0,9,2,0.942,0.615,2,173736.0,0.203,110.7,1,1
B100317,Personal/Household,MFI,35,31772.0,74,1,0.69,0.866,2,60435.0,0.095,27.7,0,0
B100318,Agriculture,MFI,35,36125.0,34,1,0.795,0.527,1,264125.0,0.366,20.1,0,0
B100319,Services,Digital Lender,31,26829.0,69,1,0.92,0.473,0,145561.0,0.271,185.4,0,0
B100320,Services,MFI,26,36774.0,54,0,0.446,0.534,0,314013.0,0.427,22.9,0,0
B100321,Manufacturing,MFI,31,19901.0,70,3,0.967,0.777,3,169564.0,0.426,25.3,0,0
B100322,Agriculture,Bank,30,88349.0,61,2,0.36,0.741,2,368006.0,0.208,14.6,0,0
B100323,Manufacturing,Bank,29,8000.0,33,3,0.899,0.529,1,44030.0,0.275,14.1,0,1
B100324,Personal/Household,Bank,38,40700.0,5,3,0.894,0.874,1,130332.0,0.16,14.0,0,0
B100325,Transport,Bank,57,35446.0,57,4,0.731,0.73,1,206044.0,0.291,10.4,0,0
B100326,Personal/Household,SACCO,48,36469.0,5,3,0.671,0.867,2,92738.0,0.127,14.0,0,1
B100327,Manufacturing,Bank,54,15513.0,34,1,0.809,0.744,2,121538.0,0.392,14.4,0,0
B100328,Transport,Bank,29,11814.0,11,2,0.798,0.792,2,47087.0,0.199,14.7,0,0
B100329,Agriculture,MFI,52,41489.0,13,1,0.668,0.597,1,158183.0,0.191,17.5,0,0
B100330,Personal/Household,Bank,37,62165.0,16,0,0.805,0.606,2,180108.0,0.145,16.3,0,0
B100331,Trade,SACCO,45,33561.0,48,1,0.761,0.725,2,233744.0,0.348,13.3,0,0
B100332,Personal/Household,SACCO,40,46300.0,10,4,0.625,0.267,1,253213.0,0.273,16.5,0,0
B100333,Personal/Household,Bank,32,23110.0,3,2,0.77,0.672,1,58352.0,0.126,14.7,0,0
B100334,Trade,Bank,42,35681.0,46,2,0.639,0.872,4,266507.0,0.373,13.4,0,0
B100335,Transport,MFI,40,58344.0,24,3,0.817,0.646,2,160290.0,0.137,27.9,0,0
B100336,Trade,Bank,18,25023.0,27,1,0.879,0.535,3,104127.0,0.208,13.3,0,0
B100337,Personal/Household,MFI,34,57076.0,5,1,0.749,0.644,4,273048.0,0.239,15.1,0,0
B100338,Trade,SACCO,44,12100.0,150,1,0.797,0.869,0,28560.0,0.118,9.0,0,0
B100339,Services,SACCO,38,21223.0,99,1,0.442,0.867,1,101121.0,0.238,13.0,0,0
B100340,Trade,MFI,40,40145.0,28,1,0.677,0.536,0,206095.0,0.257,22.4,0,0
B100341,Services,Digital Lender,27,84672.0,55,2,0.907,0.851,1,398608.0,0.235,54.7,0,0
B100342,Personal/Household,Bank,38,29967.0,17,2,0.741,0.612,2,178628.0,0.298,14.8,0,0
B100343,Transport,Digital Lender,34,16837.0,73,3,0.535,0.751,1,37274.0,0.111,8.0,0,0
B100344,Personal/Household,Digital Lender,33,83620.0,33,1,0.801,0.694,0,411480.0,0.246,92.7,0,0
B100345,Personal/Household,MFI,28,27740.0,3,1,0.897,0.284,1,76420.0,0.138,24.4,0,0
B100346,Services,Bank,44,42857.0,6,2,0.509,0.328,2,93183.0,0.109,15.2,1,0
B100347,Agriculture,Bank,38,24737.0,8,3,0.874,0.59,3,88860.0,0.18,15.2,0,0
B100348,Transport,Digital Lender,37,32153.0,36,0,0.858,0.918,4,172614.0,0.268,171.5,0,0
B100349,Trade,Bank,56,21826.0,3,1,0.865,0.635,4,104918.0,0.24,13.0,0,0
B100350,Transport,Digital Lender,40,102920.0,45,3,0.978,0.576,4,161789.0,0.079,311.8,0,0
B100351,Trade,MFI,47,57250.0,12,1,0.67,0.567,3,108274.0,0.095,12.7,0,0
B100352,Manufacturing,MFI,38,78627.0,48,0,0.918,0.812,1,262522.0,0.167,23.4,1,0
B100353,Manufacturing,SACCO,31,19271.0,67,0,0.739,0.716,2,33219.0,0.086,11.4,0,1
B100354,Real Estate,Bank,24,10897.0,33,2,0.482,0.842,2,73887.0,0.339,17.4,0,0
B100355,Manufacturing,MFI,37,25308.0,0,2,0.882,0.627,1,126329.0,0.25,15.9,0,0
B100356,Personal/Household,Digital Lender,18,118665.0,12,0,0.85,0.668,2,965752.0,0.407,230.9,0,0
B100357,Personal/Household,Bank,38,24909.0,6,2,0.922,0.51,0,195854.0,0.393,15.8,0,1
B100358,Manufacturing,Digital Lender,38,53023.0,71,1,0.813,0.61,0,97752.0,0.092,91.4,0,0
B100359,Transport,Digital Lender,33,16921.0,32,4,0.813,0.95,4,125929.0,0.372,266.3,0,0
B100360,Services,Bank,34,18846.0,39,0,0.86,0.662,1,43347.0,0.115,14.8,0,0
B100361,Trade,MFI,22,28456.0,18,1,0.686,0.526,2,84628.0,0.149,15.8,0,0
B100362,Trade,Bank,49,94877.0,14,2,0.928,0.575,5,500576.0,0.264,13.7,0,0
B100363,Trade,SACCO,32,54455.0,29,3,0.477,0.616,4,341075.0,0.313,9.2,0,0
B100364,Transport,Digital Lender,25,9612.0,2,2,0.796,0.742,1,23601.0,0.123,207.9,0,0
B100365,Real Estate,Digital Lender,40,42903.0,51,1,0.935,0.479,3,371669.0,0.433,265.4,0,0
B100366,Personal/Household,Digital Lender,36,15807.0,39,3,0.574,0.519,2,108814.0,0.344,159.6,0,0
B100367,Transport,Bank,31,20438.0,3,0,0.96,0.138,2,70927.0,0.174,14.9,0,0
B100368,Agriculture,MFI,30,39368.0,42,2,0.876,0.817,2,112683.0,0.143,12.5,0,0
B100369,Services,Bank,35,64160.0,21,3,0.44,0.455,1,251878.0,0.196,15.6,0,0
B100370,Personal/Household,Digital Lender,48,62448.0,62,1,0.599,0.679,4,156932.0,0.126,131.1,0,0
B100371,Agriculture,Bank,40,35681.0,8,0,0.789,0.464,2,97032.0,0.136,14.2,1,0
B100372,Agriculture,Bank,35,35957.0,0,1,0.871,0.636,1,119224.0,0.166,18.3,0,0
B100373,Agriculture,Bank,44,62344.0,18,2,0.767,0.823,1,271358.0,0.218,12.1,0,0
B100374,Trade,Bank,35,12500.0,11,3,0.534,0.334,2,106809.0,0.427,16.7,1,0
B100375,Trade,Bank,39,81230.0,16,0,0.828,0.938,0,549882.0,0.338,16.2,0,0
B100376,Services,Bank,37,19835.0,73,3,0.854,0.544,1,53074.0,0.134,17.0,0,0
B100377,Real Estate,Digital Lender,41,34315.0,11,4,0.779,0.517,1,184820.0,0.269,212.9,0,0
B100378,Real Estate,Digital Lender,31,22631.0,27,1,0.979,0.544,2,73918.0,0.163,24.4,0,1
B100379,Personal/Household,Bank,24,15744.0,2,1,0.808,0.893,0,118930.0,0.378,13.7,0,0
B100380,Manufacturing,Digital Lender,44,38326.0,4,2,0.399,0.595,2,273422.0,0.357,203.9,0,0
B100381,Services,MFI,50,33864.0,30,2,0.885,0.642,5,116296.0,0.172,15.3,0,0
B100382,Personal/Household,Digital Lender,24,28058.0,23,1,0.66,0.671,1,100675.0,0.179,150.5,0,0
B100383,Real Estate,Bank,37,27338.0,6,3,0.888,0.747,0,60249.0,0.11,15.9,0,0
B100384,Agriculture,MFI,31,68821.0,20,3,0.545,0.338,2,501926.0,0.365,21.9,0,0
B100385,Services,Bank,44,99314.0,82,0,0.889,0.651,2,188761.0,0.095,11.9,0,0
B100386,Personal/Household,Bank,37,59225.0,6,0,0.867,0.848,1,336079.0,0.284,12.9,0,0
B100387,Services,SACCO,68,34633.0,52,0,0.894,0.818,2,136192.0,0.197,11.5,0,0
B100388,Trade,Digital Lender,32,12082.0,68,4,0.873,0.786,0,66387.0,0.275,34.4,0,0
B100389,Personal/Household,Digital Lender,50,41979.0,36,0,0.897,0.932,3,271904.0,0.324,324.7,1,0
B100390,Transport,Bank,51,43013.0,4,1,0.816,0.829,2,323208.0,0.376,15.8,0,0
B100391,Trade,MFI,40,45444.0,5,3,0.713,0.713,2,395495.0,0.435,26.3,0,1
B100392,Transport,Digital Lender,35,15874.0,68,3,0.65,0.741,2,129707.0,0.409,150.7,1,0
B100393,Personal/Household,Bank,36,47455.0,81,2,0.721,0.799,3,236212.0,0.249,14.4,0,0
B100394,Trade,Bank,35,70184.0,15,2,0.776,0.293,1,109061.0,0.078,13.3,1,0
B100395,Real Estate,Bank,46,17319.0,31,0,0.896,0.913,3,71362.0,0.206,18.8,0,0
B100396,Personal/Household,Bank,26,43328.0,54,1,0.56,0.563,2,320291.0,0.37,16.6,0,0
B100397,Agriculture,Bank,33,19025.0,224,1,0.667,0.608,2,169859.0,0.446,17.0,1,0
B100398,Real Estate,Bank,32,28075.0,18,1,0.954,0.601,0,234080.0,0.417,12.9,0,0
B100399,Real Estate,SACCO,18,17645.0,0,0,0.848,0.558,3,117228.0,0.332,9.8,1,0
B100400,Agriculture,SACCO,44,24517.0,51,1,0.864,0.646,4,117721.0,0.24,14.3,1,0
B100401,Services,Digital Lender,46,24621.0,20,5,0.933,0.833,3,113228.0,0.23,253.0,0,0
B100402,Personal/Household,SACCO,29,37300.0,70,3,0.954,0.68,4,139021.0,0.186,18.0,0,0
B100403,Trade,Bank,45,48518.0,12,1,0.872,0.794,1,332249.0,0.342,12.9,0,1
B100404,Services,Digital Lender,19,58041.0,50,2,0.655,0.939,1,381362.0,0.329,136.7,0,0
B100405,Personal/Household,SACCO,35,20773.0,51,3,0.774,0.789,1,49744.0,0.12,10.1,0,0
B100406,Agriculture,MFI,34,36240.0,48,0,0.72,0.686,2,313424.0,0.432,20.7,0,0
B100407,Personal/Household,Bank,36,16253.0,108,1,0.893,0.32,3,135724.0,0.418,15.1,0,0
B100408,Trade,SACCO,36,27977.0,8,2,0.57,0.559,2,191962.0,0.343,15.1,0,0
B100409,Services,SACCO,34,30440.0,2,1,0.811,0.343,2,240004.0,0.394,16.2,0,0
B100410,Transport,SACCO,31,17901.0,9,3,0.437,0.809,1,153300.0,0.428,16.2,1,0
B100411,Transport,Digital Lender,34,40437.0,30,4,0.774,0.664,1,67848.0,0.084,82.5,0,0
B100412,Trade,Digital Lender,49,27292.0,93,4,0.759,0.686,2,204111.0,0.374,70.9,0,0
B100413,Services,Digital Lender,29,32367.0,21,5,0.934,0.787,6,256611.0,0.396,84.8,0,0
B100414,Trade,SACCO,58,58307.0,1,0,0.707,0.546,6,262383.0,0.225,15.4,0,0
B100415,Agriculture,Digital Lender,29,23501.0,67,3,0.751,0.71,1,70901.0,0.151,164.6,0,0
B100416,Trade,Digital Lender,37,47458.0,6,1,0.692,0.393,3,367690.0,0.387,121.7,0,1
B100417,Personal/Household,Bank,41,65748.0,1,1,0.702,0.713,1,514235.0,0.391,12.3,0,1
B100418,Trade,SACCO,32,63569.0,18,3,0.775,0.613,1,413070.0,0.325,15.0,0,0
B100419,Services,Bank,49,26810.0,52,2,0.805,0.791,2,83442.0,0.156,12.3,1,0
B100420,Transport,Bank,40,17414.0,5,3,0.64,0.787,2,102415.0,0.294,12.3,0,0
B100421,Trade,Bank,33,20121.0,14,3,0.829,0.468,3,144649.0,0.359,16.0,0,0
B100422,Trade,MFI,49,12423.0,56,2,0.88,0.685,4,75277.0,0.303,22.0,0,0
B100423,Trade,Bank,25,43361.0,15,2,0.78,0.735,2,386436.0,0.446,14.8,0,0
B100424,Transport,Bank,29,44867.0,12,4,0.86,0.45,2,266277.0,0.297,10.2,0,0
B100425,Personal/Household,Bank,41,31716.0,46,1,0.717,0.686,1,196029.0,0.309,11.2,0,0
B100426,Agriculture,SACCO,43,13948.0,4,3,0.906,0.927,0,42830.0,0.154,13.9,0,0
B100427,Personal/Household,Digital Lender,38,24321.0,5,1,0.944,0.759,1,169014.0,0.347,198.9,0,0
B100428,Trade,Digital Lender,34,63522.0,5,2,0.722,0.528,4,136555.0,0.107,123.5,0,0
B100429,Personal/Household,MFI,32,41578.0,10,2,0.853,0.799,1,135785.0,0.163,20.6,0,0
B100430,Services,Bank,46,45738.0,10,2,0.835,0.871,1,106397.0,0.116,16.5,0,0
B100431,Personal/Household,Digital Lender,37,183401.0,16,3,0.585,0.731,3,1264059.0,0.345,233.6,0,0
B100432,Personal/Household,Bank,26,35612.0,59,5,0.849,0.613,2,86078.0,0.121,11.7,0,0
B100433,Personal/Household,Digital Lender,26,9070.0,2,3,0.699,0.471,3,57005.0,0.314,134.1,0,0
B100434,Trade,SACCO,50,16226.0,4,1,0.898,0.49,0,77835.0,0.24,13.6,0,0
B100435,Trade,MFI,28,35174.0,36,2,0.563,0.868,2,191135.0,0.272,19.5,0,0
B100436,Trade,Bank,38,30041.0,9,6,0.609,0.61,4,212866.0,0.354,14.6,0,1
B100437,Manufacturing,Bank,49,27049.0,22,1,0.724,0.69,3,220473.0,0.408,21.3,0,0
B100438,Personal/Household,MFI,40,27311.0,5,0,0.937,0.958,3,232573.0,0.426,16.2,0,0
B100439,Transport,MFI,27,19314.0,32,0,0.88,0.469,2,36091.0,0.093,21.5,0,0
B100440,Personal/Household,Digital Lender,25,36519.0,104,0,0.829,0.782,2,303603.0,0.416,190.9,0,1
B100441,Trade,SACCO,54,64017.0,7,2,0.836,0.631,1,370219.0,0.289,17.5,0,0
B100442,Personal/Household,MFI,25,77094.0,40,4,0.928,0.678,1,623360.0,0.404,13.6,0,0
B100443,Trade,Bank,29,75901.0,17,3,0.714,0.603,1,235802.0,0.155,14.2,0,1
B100444,Agriculture,MFI,39,17575.0,66,3,0.558,0.793,2,75844.0,0.216,22.8,0,0
B100445,Personal/Household,Bank,33,29405.0,26,3,0.76,0.856,3,87306.0,0.148,15.5,0,1
B100446,Services,SACCO,41,25019.0,16,1,0.719,0.794,4,214417.0,0.428,14.9,0,0
B100447,Transport,SACCO,20,41175.0,13,4,0.948,0.243,3,359532.0,0.437,8.0,0,0
B100448,Trade,Digital Lender,33,28411.0,66,3,0.179,0.498,1,228221.0,0.402,8.0,0,0
B100449,Transport,MFI,42,26263.0,13,2,0.749,0.652,1,54494.0,0.104,20.5,0,0
B100450,Trade,Bank,42,66172.0,3,4,0.801,0.466,2,408607.0,0.309,16.1,0,1
B100451,Services,Digital Lender,29,31386.0,2,1,0.382,0.509,1,149146.0,0.238,140.8,0,0
B100452,Personal/Household,SACCO,25,31834.0,28,1,0.933,0.622,6,271850.0,0.427,14.1,0,0
B100453,Trade,SACCO,37,37320.0,7,1,0.767,0.609,3,156060.0,0.209,14.5,0,0
B100454,Trade,MFI,22,43127.0,9,3,0.858,0.544,2,306339.0,0.355,26.3,0,1
B100455,Trade,Digital Lender,48,43264.0,26,3,0.737,0.611,1,324430.0,0.375,90.8,0,0
B100456,Services,Bank,37,69820.0,138,1,0.76,0.541,3,585219.0,0.419,18.1,0,0
B100457,Real Estate,MFI,28,14660.0,62,0,0.876,0.479,0,29304.0,0.1,21.4,0,0
B100458,Personal/Household,Digital Lender,24,35541.0,52,1,0.534,0.726,3,71004.0,0.1,37.2,0,0
B100459,Transport,Bank,29,28105.0,12,4,0.9,0.43,0,241359.0,0.429,12.4,0,0
B100460,Manufacturing,Digital Lender,19,25198.0,95,0,0.706,0.915,2,61441.0,0.122,149.9,0,0
B100461,Trade,Bank,40,45106.0,6,0,0.767,0.828,2,280336.0,0.311,14.2,0,0
B100462,Services,Bank,27,60664.0,16,1,0.78,0.861,3,190839.0,0.157,13.3,0,0
B100463,Agriculture,Bank,39,21473.0,0,1,0.556,0.836,0,71747.0,0.167,11.4,0,0
B100464,Manufacturing,Digital Lender,40,75193.0,16,3,0.916,0.702,1,345803.0,0.23,310.4,0,1
B100465,Personal/Household,Digital Lender,45,13529.0,2,2,0.603,0.754,4,110972.0,0.41,181.9,0,1
B100466,Transport,Bank,38,41136.0,142,0,0.771,0.729,1,309647.0,0.376,16.0,1,0
B100467,Services,Bank,46,18217.0,20,0,0.766,0.746,2,72415.0,0.199,13.7,0,0
B100468,Trade,Bank,49,20890.0,52,0,0.858,0.8,3,43959.0,0.105,11.4,1,0
B100469,Manufacturing,Bank,38,30732.0,8,2,0.886,0.699,3,263407.0,0.429,12.0,0,0
B100470,Real Estate,SACCO,38,23876.0,1,1,0.782,0.693,5,184418.0,0.386,8.0,0,0
B100471,Real Estate,Bank,29,8000.0,8,2,0.586,0.559,1,52017.0,0.325,14.2,0,1
B100472,Trade,Bank,25,41619.0,1,1,0.664,0.737,3,310107.0,0.373,15.9,0,0
B100473,Trade,Bank,48,45655.0,0,2,0.617,0.628,2,109035.0,0.119,16.3,0,0
B100474,Agriculture,SACCO,41,27212.0,12,0,0.931,0.529,5,46855.0,0.086,10.7,0,0
B100475,Agriculture,SACCO,42,26061.0,25,1,0.945,0.385,2,205616.0,0.394,13.0,0,0
B100476,Real Estate,SACCO,29,24219.0,30,4,0.443,0.868,1,151909.0,0.314,9.5,0,0
B100477,Transport,MFI,51,11599.0,32,1,0.547,0.636,1,85249.0,0.367,20.2,0,0
B100478,Transport,Digital Lender,33,10943.0,10,5,0.71,0.843,1,61109.0,0.279,59.9,0,0
B100479,Real Estate,MFI,27,46258.0,49,2,0.919,0.566,1,347828.0,0.376,21.9,0,0
B100480,Real Estate,Digital Lender,29,53401.0,29,1,0.822,0.544,2,370401.0,0.347,114.5,0,1
B100481,Trade,SACCO,51,41285.0,6,0,0.82,0.693,1,137902.0,0.167,16.3,0,1
B100482,Transport,Bank,24,36629.0,1,2,0.674,0.599,2,183191.0,0.25,12.4,0,1
B100483,Agriculture,Digital Lender,27,45729.0,4,3,0.716,0.603,1,94951.0,0.104,95.2,0,1
B100484,Trade,SACCO,64,44084.0,11,1,0.689,0.684,2,300380.0,0.341,13.6,0,0
B100485,Real Estate,SACCO,44,19306.0,57,2,0.726,0.511,0,96293.0,0.249,13.8,0,0
B100486,Real Estate,Bank,28,33602.0,5,1,0.846,0.663,1,111870.0,0.166,18.8,0,0
B100487,Agriculture,MFI,24,25265.0,46,2,0.858,0.678,3,69158.0,0.137,25.6,0,0
B100488,Manufacturing,Digital Lender,18,25449.0,9,1,0.899,0.54,2,66116.0,0.13,171.4,0,0
B100489,Manufacturing,Bank,36,55665.0,43,0,0.895,0.611,0,306487.0,0.275,13.9,0,0
B100490,Personal/Household,Bank,42,70690.0,78,1,0.847,0.924,2,513649.0,0.363,14.8,0,0
B100491,Transport,Bank,50,8181.0,23,0,0.772,0.795,1,22716.0,0.139,18.7,0,0
B100492,Transport,MFI,18,25841.0,31,1,0.842,0.866,8,216290.0,0.418,19.9,1,0
B100493,Agriculture,Digital Lender,22,25107.0,41,7,0.854,0.742,1,199358.0,0.397,290.7,0,0
B100494,Personal/Household,SACCO,34,56320.0,11,3,0.979,0.484,1,285763.0,0.254,10.4,0,0
B100495,Manufacturing,Digital Lender,63,13390.0,3,1,0.945,0.857,5,20808.0,0.078,149.3,0,0
B100496,Real Estate,MFI,44,8000.0,2,1,0.84,0.835,1,66462.0,0.415,16.6,0,1
B100497,Transport,Bank,39,46701.0,23,2,0.891,0.88,1,295513.0,0.316,10.2,0,0
B100498,Agriculture,Bank,23,50494.0,49,5,0.934,0.734,2,77238.0,0.076,14.3,0,0
B100499,Manufacturing,Bank,18,11146.0,0,3,0.989,0.76,4,53118.0,0.238,15.1,0,0
B100500,Personal/Household,SACCO,35,27766.0,2,1,0.607,0.773,0,231686.0,0.417,9.5,0,0
B100501,Services,Bank,34,68982.0,5,1,0.64,0.879,1,393089.0,0.285,17.0,0,0
B100502,Services,Bank,32,16433.0,122,2,0.87,0.702,1,45792.0,0.139,15.8,0,0
B100503,Manufacturing,Digital Lender,31,31432.0,30,2,0.813,0.657,2,227097.0,0.361,142.2,0,0
B100504,Manufacturing,MFI,28,39316.0,14,1,0.753,0.894,0,219977.0,0.28,24.4,0,0
B100505,Personal/Household,Bank,25,13559.0,40,2,0.879,0.753,3,61062.0,0.225,17.1,0,0
B100506,Agriculture,SACCO,49,21805.0,12,3,0.868,0.631,2,111497.0,0.256,10.3,0,0
B100507,Personal/Household,MFI,26,11732.0,11,0,0.746,0.85,2,59150.0,0.252,23.4,0,0
B100508,Manufacturing,Digital Lender,32,27160.0,16,4,0.807,0.192,3,151410.0,0.279,181.8,0,1
B100509,Trade,SACCO,35,19244.0,25,0,0.77,0.212,1,52276.0,0.136,17.1,0,0
B100510,Trade,Bank,42,33330.0,0,2,0.662,0.663,3,226957.0,0.34,11.4,0,0
B100511,Personal/Household,Bank,26,42157.0,0,3,0.631,0.783,2,373345.0,0.443,14.9,0,0
B100512,Trade,Bank,45,63815.0,77,1,0.674,0.632,1,527122.0,0.413,13.6,0,0
B100513,Agriculture,SACCO,29,107232.0,2,2,0.833,0.711,2,796964.0,0.372,13.3,0,0
B100514,Agriculture,MFI,33,33331.0,24,1,0.847,0.38,0,283443.0,0.425,23.5,0,0
B100515,Trade,SACCO,51,24981.0,18,1,0.725,0.593,5,56272.0,0.113,9.7,0,0
B100516,Agriculture,MFI,25,24196.0,16,2,0.871,0.778,3,68603.0,0.142,22.4,0,0
B100517,Personal/Household,Bank,42,17489.0,95,0,0.973,0.284,2,68631.0,0.196,11.0,0,0
B100518,Trade,Bank,45,38043.0,122,1,0.865,0.549,2,78840.0,0.104,13.9,0,0
B100519,Personal/Household,Bank,38,22648.0,5,4,0.818,0.545,1,203122.0,0.448,15.2,0,0
B100520,Personal/Household,MFI,34,39534.0,23,1,0.847,0.698,0,344715.0,0.436,15.3,0,0
B100521,Agriculture,MFI,56,17798.0,111,1,0.916,0.911,2,146943.0,0.413,16.2,0,0
B100522,Trade,Digital Lender,35,23009.0,3,4,0.814,0.821,1,113593.0,0.247,229.3,0,1
B100523,Transport,Bank,37,37714.0,48,3,0.719,0.651,2,105651.0,0.14,12.1,0,1
B100524,Trade,SACCO,32,27759.0,1,1,0.739,0.697,2,229184.0,0.413,17.8,0,0
B100525,Agriculture,Bank,37,10340.0,17,3,0.959,0.609,2,71383.0,0.345,14.7,0,0
B100526,Services,SACCO,45,29485.0,3,0,0.904,0.789,1,203722.0,0.345,12.9,0,0
B100527,Services,Bank,32,19130.0,23,0,0.886,0.926,6,88617.0,0.232,14.4,0,0
B100528,Personal/Household,SACCO,18,56942.0,14,2,0.252,0.665,3,439172.0,0.386,19.4,0,1
B100529,Agriculture,Bank,40,50722.0,0,3,0.532,0.416,3,247677.0,0.244,11.8,1,1
